source,slug,article_title,h2,first,status,reason,path
"json","financement-constructys-mode-d-emploi-741611-9","Financement Constructys : mode d'emploi","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741611-9.json"
"json","financement-constructys-mode-d-emploi-741611-9","Financement Constructys : mode d'emploi","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741611-9.json"
"json","financement-constructys-mode-d-emploi-741611-9","Financement Constructys : mode d'emploi","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741611-9.json"
"json","financement-constructys-mode-d-emploi-741616-9","Financement Constructys : mode d'emploi","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741616-9.json"
"json","financement-constructys-mode-d-emploi-741616-9","Financement Constructys : mode d'emploi","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741616-9.json"
"json","financement-constructys-mode-d-emploi-741616-9","Financement Constructys : mode d'emploi","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741616-9.json"
"json","financement-constructys-mode-d-emploi-741616-9","Financement Constructys : mode d'emploi","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741616-9.json"
"json","financement-constructys-mode-d-emploi-741616-9","Financement Constructys : mode d'emploi","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741616-9.json"
"json","financement-constructys-mode-d-emploi-741616-9","Financement Constructys : mode d'emploi","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741616-9.json"
"json","financement-constructys-mode-d-emploi-741630-9","Financement Constructys : mode d'emploi","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741630-9.json"
"json","financement-constructys-mode-d-emploi-741630-9","Financement Constructys : mode d'emploi","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741630-9.json"
"json","financement-constructys-mode-d-emploi-741630-9","Financement Constructys : mode d'emploi","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741630-9.json"
"json","financement-constructys-mode-d-emploi-741630-9","Financement Constructys : mode d'emploi","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741630-9.json"
"json","financement-constructys-mode-d-emploi-741630-9","Financement Constructys : mode d'emploi","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741630-9.json"
"json","financement-constructys-mode-d-emploi-741630-9","Financement Constructys : mode d'emploi","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi-741630-9.json"
"json","financement-constructys-mode-d-emploi","Financement Constructys : mode d'emploi","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi.json"
"json","financement-constructys-mode-d-emploi","Financement Constructys : mode d'emploi","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi.json"
"json","financement-constructys-mode-d-emploi","Financement Constructys : mode d'emploi","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi.json"
"json","financement-constructys-mode-d-emploi","Financement Constructys : mode d'emploi","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi.json"
"json","financement-constructys-mode-d-emploi","Financement Constructys : mode d'emploi","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi.json"
"json","financement-constructys-mode-d-emploi","Financement Constructys : mode d'emploi","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-financement-constructys-mode-d-emploi.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8","Formation IA BTP : ce qu'il faut savoir en 2026","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8","Formation IA BTP : ce qu'il faut savoir en 2026","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8","Formation IA BTP : ce qu'il faut savoir en 2026","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8","Formation IA BTP : ce qu'il faut savoir en 2026","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8","Formation IA BTP : ce qu'il faut savoir en 2026","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8","Formation IA BTP : ce qu'il faut savoir en 2026","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741597-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8","Formation IA BTP : ce qu'il faut savoir en 2026","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8","Formation IA BTP : ce qu'il faut savoir en 2026","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8","Formation IA BTP : ce qu'il faut savoir en 2026","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8","Formation IA BTP : ce qu'il faut savoir en 2026","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8","Formation IA BTP : ce qu'il faut savoir en 2026","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8","Formation IA BTP : ce qu'il faut savoir en 2026","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741611-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8","Formation IA BTP : ce qu'il faut savoir en 2026","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8","Formation IA BTP : ce qu'il faut savoir en 2026","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8","Formation IA BTP : ce qu'il faut savoir en 2026","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8","Formation IA BTP : ce qu'il faut savoir en 2026","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8","Formation IA BTP : ce qu'il faut savoir en 2026","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8","Formation IA BTP : ce qu'il faut savoir en 2026","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741616-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8","Formation IA BTP : ce qu'il faut savoir en 2026","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8","Formation IA BTP : ce qu'il faut savoir en 2026","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8","Formation IA BTP : ce qu'il faut savoir en 2026","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8","Formation IA BTP : ce qu'il faut savoir en 2026","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8","Formation IA BTP : ce qu'il faut savoir en 2026","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8","Formation IA BTP : ce qu'il faut savoir en 2026","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741630-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8","Formation IA BTP : ce qu'il faut savoir en 2026","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8","Formation IA BTP : ce qu'il faut savoir en 2026","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8","Formation IA BTP : ce qu'il faut savoir en 2026","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8","Formation IA BTP : ce qu'il faut savoir en 2026","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8","Formation IA BTP : ce qu'il faut savoir en 2026","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8","Formation IA BTP : ce qu'il faut savoir en 2026","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026-741635-8.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026","Formation IA BTP : ce qu'il faut savoir en 2026","En bref","L'IA et ChatGPT permettent aux professionnels du BTP de gagner du temps sur les devis, emails et documents administratifs.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026","Formation IA BTP : ce qu'il faut savoir en 2026","Définition","L'intelligence artificielle pour le BTP désigne l'utilisation d'outils comme ChatGPT pour automatiser la rédaction de devis, emails, comptes rendus et documents techniques.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026","Formation IA BTP : ce qu'il faut savoir en 2026","Points clés à retenir","Gain de temps moyen : 3 à 5h par semaine sur devis, emails et CR","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026","Formation IA BTP : ce qu'il faut savoir en 2026","Exemple pratique","Exemple concret : un plombier qui rédige un devis de rénovation salle de bain complète en 15 min au lieu de 2h.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026","Formation IA BTP : ce qu'il faut savoir en 2026","Guide étape par étape","Identifier vos tâches chronophages : devis, emails clients, comptes rendus de chantier","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026.json"
"json","formation-ia-btp-ce-qu-il-faut-savoir-en-2026","Formation IA BTP : ce qu'il faut savoir en 2026","Questions fréquentes","Faut-il des compétences techniques pour utiliser l'IA en BTP ?","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-btp-ce-qu-il-faut-savoir-en-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","En bref","Une formation IA intra-entreprise permet de former vos équipes BTP directement dans vos locaux, sur vos cas concrets, avec vos documents réels.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","Qu'est-ce qu'une formation IA intra-entreprise pour le BTP ?","La formation IA intra-entreprise BTP désigne une session de formation organisée directement au sein d'une entreprise du bâtiment ou des travaux publics, dans ses propres locaux ou en visioconférence, avec un groupe de participants issus de la même structure.","OK","Réponse initiale acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","Pourquoi privilégier le format intra pour une PME BTP ?","La question revient souvent chez les dirigeants que je rencontre via la <strong>FFB Grand Paris</strong> ou la <strong>FFB Île-de-France</strong> : vaut-il mieux envoyer un salarié en inter ou organiser une session intra ?","OK","Réponse initiale acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","Financement Constructys 2026 : ce que l'intra BTP couvre exactement","Constructys est l'OPCO (Organisme Paritaire Collecteur Agréé) du secteur du bâtiment.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","La procédure en 6 étapes pour monter votre dossier Constructys","Le dossier Constructys pour une formation intra BTP suit un processus précis.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","Prompts pour préparer votre session de formation IA intra","Tu es consultant en formation professionnelle BTP.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","Tableau comparatif — Formation intra BTP vs inter BTP","Comparatif formation intra BTP et formation inter BTP Critère Formation intra Formation inter Contenu Adapté à votre métier et vos documents Programme standardisé Participants Votre équipe uniquement Mélange de secteurs Lieu Vos locaux ou visio Centre de formation tiers Prompts générés Calibrés sur vos chantiers réels Exemples génériques Temps pour être opérationnel Dès la fin de la session 2 à 4 semaines après Coût Constructys (groupe 6 personnes) Jusqu'à 840 € HT/j 400–700 € HT/personne/j ROI mesurable Immédiat (cas réels travaillés) Différé","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","Outils enseignés lors des sessions intra OFC","<strong>Claude AI (Anthropic, 18 €/mois en version Pro)</strong> est l'outil principal enseigné dans les formations OFC.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","Tableau de gains de temps — Tâches BTP avant et après formation IA","<em>Données mesurées lors des sessions de formation avec la FFB Grand Paris, la FFB Île-de-France et la CSFE.</em>","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","FAQ — Formation IA intra-entreprise BTP","Mon entreprise est-elle éligible à Constructys pour une formation IA ?","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","Organiser votre formation IA intra-entreprise avec OFC Création d'Entreprise","<strong>OFC Création d'Entreprise</strong> propose des sessions de formation IA intra-entreprise pour les PME du bâtiment et des travaux publics, de 4 heures à 2 jours, 100 % finançables Constructys (plafonds et règles sur <a href=""https://www.constructys.fr"" class=""text-[#377CF3] font-medium underline"" target=""_blank"" rel=""noopener noreferrer"">constructys.fr</a>).","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","formation-ia-intra-btp-constructys-2026","Formation IA intra-entreprise BTP : financer et organiser votre session Constructys 2026","Pour aller plus loin","La formation intra est le point de départ le plus efficace pour ancrer l'IA dans vos pratiques terrain.","OK","Synthèse/définition acceptable","content/generated/article-formation-ia-intra-btp-constructys-2026.json"
"json","gagner-temps-devis-ia-btp","Gagner du temps sur ses devis avec l’IA","En bref","Un devis détaillé peut prendre une à plusieurs heures.","OK","Synthèse/définition acceptable","content/generated/article-gagner-temps-devis-ia-btp.json"
"json","gagner-temps-devis-ia-btp","Gagner du temps sur ses devis avec l’IA","Questions fréquentes","L’IA suffit-elle pour un marché public ?","OK","Synthèse/définition acceptable","content/generated/article-gagner-temps-devis-ia-btp.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","En bref","Analyser un CCTP de 80 pages prend en moyenne 2 à 4 heures sans IA, contre 15 à 20 minutes avec une méthode structurée.","OK","Synthèse/définition acceptable","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","Qu'est-ce qu'un CCTP et pourquoi son analyse est si chronophage ?","Le <strong>CCTP</strong> — Cahier des Clauses Techniques Particulières — est la pièce maîtresse d'un <strong>DCE</strong> (Dossier de Consultation des Entreprises).","OK","Réponse initiale acceptable","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","Pourquoi l'analyse de CCTP est difficile sans IA","Selon les données collectées lors des formations OFC avec la <strong>FFB Grand Paris</strong> et la <strong>FFB Île-de-France (78/91/95)</strong>, <strong>43 %</strong> des professionnels du BTP déclarent passer plus de 2 heures à analyser chaque CCTP avant de décider de répondre ou non à un appel d'offres.","A_REECRIRE","Question sans réponse directe en première phrase","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","La méthode en 4 étapes pour analyser un CCTP avec l'IA","Avant d'utiliser l'IA, le CCTP doit être dans un format lisible.","OK","Synthèse/définition acceptable","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","3 prompts prêts à l’emploi (analyse CCTP)","Tu es un conducteur de travaux spécialisé en [gros œuvre / étanchéité / électricité / etc.] dans une PME BTP de 20 salariés en Île-de-France.","OK","Synthèse/définition acceptable","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","Tableau de gains de temps mesurés","Ces données sont issues des formations OFC menées avec des entreprises du BTP formées via la <strong>FFB Grand Paris</strong>, la <strong>FFB Île-de-France (78/91/95)</strong> et la <strong>CSFE</strong>.","OK","Synthèse/définition acceptable","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","Quels outils utiliser pour analyser un CCTP ?","Plusieurs outils sont adaptés, selon votre organisation et le volume de DCE que vous traitez.","A_REECRIRE","Question sans réponse directe en première phrase","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","Ce que l'IA ne fait pas — et ce qui reste sous votre responsabilité","L'IA analyse le texte.","OK","Synthèse/définition acceptable","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","FAQ — Questions fréquentes sur l’analyse de CCTP avec l’IA","L'IA peut-elle analyser un CCTP scanné (PDF image) ?","OK","Synthèse/définition acceptable","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-analyse-cctp-methode","IA pour analyser un CCTP : méthode en 4 étapes (avec prompts)","Se former à l’analyse de CCTP avec l’IA — OFC Création d’Entreprise","<strong>OFC Création d'Entreprise</strong> propose la formation <strong>Répondre aux appels d'offres avec l'IA (BTP-02)</strong>, une session de 4 heures finançable <strong>Constructys</strong>, pour les chefs d'affaires, conducteurs de travaux et dirigeants du BTP.","OK","Synthèse/définition acceptable","content/generated/article-ia-analyse-cctp-methode.json"
"json","ia-artisans-par-ou-commencer","IA pour professionnels du BTP : par où commencer ?","En bref","Commencer avec l’IA quand on est professionnel du BTP, c’est choisir une ou deux tâches répétitives (souvent devis et emails), tester une semaine avec relecture systématique, puis élargir.","OK","Synthèse/définition acceptable","content/generated/article-ia-artisans-par-ou-commencer.json"
"json","ia-artisans-par-ou-commencer","IA pour professionnels du BTP : par où commencer ?","Questions fréquentes","Faut-il être à l’aise avec l’informatique ?","OK","Synthèse/définition acceptable","content/generated/article-ia-artisans-par-ou-commencer.json"
"json","ia-conducteur-travaux-chatgpt","IA pour conducteur de travaux : usages et limites","En bref","Le conducteur de travaux jongle entre terrain, équipes, sous-traitants et administratif.","OK","Synthèse/définition acceptable","content/generated/article-ia-conducteur-travaux-chatgpt.json"
"json","ia-conducteur-travaux-chatgpt","IA pour conducteur de travaux : usages et limites","Questions fréquentes","Combien de temps gagner sur l’administratif ?","OK","Synthèse/définition acceptable","content/generated/article-ia-conducteur-travaux-chatgpt.json"
"json","ia-conducteur-travaux-usages","IA pour conducteur de travaux : 8 usages terrain qui font gagner 5h par semaine","En bref","Le conducteur de travaux est le profil BTP qui bénéficie le plus vite de l'IA : son travail est 35 à 40 % administratif, et cette partie est massivement automatisable.","OK","Synthèse/définition acceptable","content/generated/article-ia-conducteur-travaux-usages.json"
